trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.25, 'e': 0.09216351026214664}",25,8,-19.91685900722988,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.25, 'e': 0.09112296101485617}",20,15,11.436868653538856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.25, 'e': 0.0900929939619518}",20,0,32.09326737622779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.25, 'e': 0.08907352773556321}",25,11,19.496988418766232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.25, 'e': 0.08806448099447539}",30,21,18.626335459714543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.25, 'e': 0.08706577244027136}",35,22,26.263126433016733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.25, 'e': 0.08607732083309183}",25,12,23.876241280064253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.25, 'e': 0.08509904500702026}",25,0,0.38863256026085247,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
191,False,"{'a': 0.25, 'e': 0.08413086388508961}",25,14,19.460662099981562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.25, 'e': 0.08317269649392234}",20,13,12.823782614334302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.25, 'e': 0.08222446197800015}",20,0,-12.62346849463585,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
194,False,"{'a': 0.25, 'e': 0.08128607961357304}",25,7,17.99914041705424,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.25, 'e': 0.08035746882220707}",25,19,3.689041037043821,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.25, 'e': 0.07943854918397841}",25,13,19.40834514728865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.25, 'e': 0.07852924045031429}",30,13,32.04142024102966,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.25, 'e': 0.0776294625564885}",25,0,40.91269016708373,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.25, 'e': 0.07673913563377133}",30,20,-23.257737129138945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.25, 'e': 0.07585818002124345}",30,10,38.185299389278995,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.25, 'e': 0.07498651627727315}",25,4,27.58934044039023,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.25, 'e': 0.07412406519066317}",20,13,10.32852400741179,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.25, 'e': 0.0732707477914728}",25,7,23.309171357916316,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.25, 'e': 0.07242648536151775}",25,6,29.242938271077495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.25, 'e': 0.07159119944455239}",25,20,8.567843536178785,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.25, 'e': 0.0707648118561407}",30,11,28.26266113107884,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.25, 'e': 0.06994724469321734}",20,4,24.477908792728055,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.25, 'e': 0.06913842034334672}",20,0,23.905381973121678,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.25, 'e': 0.06833826149368183}",20,11,12.762761246059261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.25, 'e': 0.06754669113962908}",20,12,14.230401334595824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.25, 'e': 0.06676363259322371}",25,13,21.765222480366813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.25, 'e': 0.06598900949121878}",25,13,12.937910982307823,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.25, 'e': 0.06522274580289422}",20,10,5.614376950041138,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.25, 'e': 0.06446476583758964}",20,7,23.870512354867586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.25, 'e': 0.06371499425196536}",25,14,7.351715309308869,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.25, 'e': 0.0629733560569965}",20,11,15.463501311932596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.25, 'e': 0.062239776624705256}",20,13,12.43282315899255,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.25, 'e': 0.06151418169463441}",20,8,21.809367967848793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.25, 'e': 0.06079649738006887}",25,14,18.93102936399365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.25, 'e': 0.060086650174007605}",25,18,12.186982401866338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.25, 'e': 0.05938456695489125}",20,2,31.434870153830165,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.25, 'e': 0.05869017499209128}",30,21,16.3057808940291,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.25, 'e': 0.05800340195116305}",25,0,15.66489370465083,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
224,False,"{'a': 0.25, 'e': 0.057324175898868734}",20,16,7.439874256776953,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.25, 'e': 0.056652425307973875}",20,16,8.515653548701504,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.25, 'e': 0.05598807906182168}",20,4,20.982122226440126,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.25, 'e': 0.055331066458691125}",25,7,15.480205342414527,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.25, 'e': 0.05468131721594083}",20,7,23.023317055013653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.25, 'e': 0.05403876147394482}",35,22,25.55562939851646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.25, 'e': 0.05340332979982432}",20,0,1.3136427099252252,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.25, 'e': 0.052774953190977913}",30,10,28.600663599290694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.25, 'e': 0.052153563078417675}",25,6,36.6648004941173,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.25, 'e': 0.05153909132991252}",25,11,-18.113275776979318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.25, 'e': 0.050931470252943534}",20,5,25.628629447331516,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.25, 'e': 0.05033063259747683}",25,18,13.854946399993825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.25, 'e': 0.04973651155855663}",25,16,17.666675090343393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.25, 'e': 0.04914904077872262}",20,2,34.30310890129541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.25, 'e': 0.04856815435025619}",20,14,8.934727173503665,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.25, 'e': 0.04799378681725841}",25,14,20.42988483503967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.25, 'e': 0.047425873177566635}",20,6,26.03092550230153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.25, 'e': 0.0468643488845083}",30,24,10.650705449930157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.25, 'e': 0.04630914984850032}",25,18,14.622296999683906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.25, 'e': 0.04576021243849704}",20,12,14.91776246755042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.25, 'e': 0.04521747348328753}",25,16,15.389371472959763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.25, 'e': 0.04468087027265022}",25,9,28.28021316852517,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.25, 'e': 0.04415034055836453}",30,8,26.30764176515295,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.25, 'e': 0.04362582255508607}",25,19,10.769872025317918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.25, 'e': 0.04310725494108614}",20,8,25.33242946056293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.25, 'e': 0.04259457685886192}",20,8,7.9536118097811705,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.25, 'e': 0.04208772791561888}",20,6,26.225652804906577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.25, 'e': 0.04158664818362812}",25,0,37.576638701504336,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.25, 'e': 0.04109127820046499}",20,7,21.65701259734573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.25, 'e': 0.04060155896912809}",20,16,6.9867743746319935,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.25, 'e': 0.040117431958045624}",25,11,21.39567449814313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.25, 'e': 0.03963883910096999}",30,22,15.929130769082413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.25, 'e': 0.039165722796764335}",20,10,16.96718039831737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.25, 'e': 0.03869802590908433}",25,18,15.228023143993692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.25, 'e': 0.03823569176595809}",30,23,16.02567854323236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.25, 'e': 0.037778664159266784}",25,3,-4.274059117405588,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.25, 'e': 0.03732688734412937}",20,14,13.439432691139565,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.25, 'e': 0.036880306038194366}",30,21,17.058329124270955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.25, 'e': 0.03643886542084018}",20,0,37.31296728520299,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.25, 'e': 0.03600251113228936}",25,10,28.270977341258465,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.25, 'e': 0.03557118927263614}",25,17,17.271824009704552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.25, 'e': 0.035144846400793295}",20,9,6.50776767733435,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.25, 'e': 0.03472342953335761}",20,14,11.695132153512272,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.25, 'e': 0.034306886143399495}",30,12,25.994822159765953,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.25, 'e': 0.03389516415917815}",20,16,8.26519362338588,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.25, 'e': 0.03348821196278229}",20,12,15.284237432141211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.25, 'e': 0.033085978388704196}",30,19,12.554274498754587,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.25, 'e': 0.03268841272234402}",25,17,17.259187617636083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.25, 'e': 0.03229546469845046}",20,11,14.366965339343134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.25, 'e': 0.03190708449949764}",20,10,17.60038916541163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.25, 'e': 0.031523222754001434}",20,16,6.808089919871574,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.25, 'e': 0.031143830534778427}",30,13,27.056301768405515,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.25, 'e': 0.030768859357148015}",30,18,20.68462118179691,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.25, 'e': 0.030398261177079333}",25,11,24.146234193303748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.25, 'e': 0.030031988389288222}",30,17,24.786985095830733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.25, 'e': 0.02966999382528157}",20,7,15.944268588486382,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.25, 'e': 0.02931223075135636}",25,14,20.7156360444774,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.25, 'e': 0.028958652866549528}",30,18,21.394585232820813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.25, 'e': 0.028609214300546082}",25,17,18.833956245776328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.25, 'e': 0.028263869611542924}",20,14,9.99024169607282,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.25, 'e': 0.027922573784072924}",30,20,-43.70810556752156,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
285,False,"{'a': 0.25, 'e': 0.02758528222679013}",25,19,11.158206346783253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.25, 'e': 0.027251950770216027}",25,11,24.7937288213241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.25, 'e': 0.026922535664454017}",25,11,26.059714324922897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.25, 'e': 0.026596993576865957}",30,18,-14.29739391243736,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
289,False,"{'a': 0.25, 'e': 0.026275281589717814}",30,17,24.187731250684585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.25, 'e': 0.025957357197796904}",20,0,24.877850874149818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.25, 'e': 0.025643178305995717}",20,0,33.7798835894012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.25, 'e': 0.025332703226871645}",20,8,22.071187156841113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.25, 'e': 0.025025890678178953}",20,10,20.25669615638858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.25, 'e': 0.024722699780375668}",25,14,20.490927335688898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.25, 'e': 0.024423090054107144}",25,15,21.181933362271188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.25, 'e': 0.024127021417669203}",35,13,38.178161766236485,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.25, 'e': 0.023834454184447518}",20,13,8.352027882224833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.25, 'e': 0.023545349060340448}",25,7,34.60979185717791,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.25, 'e': 0.023259667141161344}",20,0,31.143270837473096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.25, 'e': 0.022977369910025636}",20,6,12.500194195010108,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.25, 'e': 0.022698419234720824}",30,18,23.858339037040786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.25, 'e': 0.022422777365062596}",25,15,14.36618056672819,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.25, 'e': 0.022150406930237176}",25,8,32.42679439267264,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.25, 'e': 0.02188127093613057}",25,12,25.930067207954192,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.25, 'e': 0.0216153327626476}",20,0,29.516741464641452,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.25, 'e': 0.021352556161020497}",25,19,9.583898944820186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.25, 'e': 0.021092905251106964}",20,0,35.98509062446428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.25, 'e': 0.02083634451868044}",25,12,27.536161470832678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.25, 'e': 0.02058283881271461}",20,3,31.480943201306445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.25, 'e': 0.020332353342658815}",20,6,25.191645475850617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.25, 'e': 0.020084853675709557}",20,16,9.238858236207479,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.25, 'e': 0.019840305734077468}",20,3,33.408689671027375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.25, 'e': 0.019598675792249276}",25,8,31.3335977806777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.25, 'e': 0.019359930474247555}",25,11,24.75024153943587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.25, 'e': 0.019124036750888807}",25,12,21.211181222099782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.25, 'e': 0.018890961937039097}",20,7,24.00970524034299,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.25, 'e': 0.018660673688868812}",20,15,8.337431975772832,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.25, 'e': 0.01843314000110985}",20,16,7.9246911099748765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.25, 'e': 0.018208329204309814}",30,16,30.303810585226977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.25, 'e': 0.01798620996209155}",25,10,27.75030724599505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.25, 'e': 0.017766751268411762}",20,16,8.417520845189486,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.25, 'e': 0.01754992244482434}",20,1,34.58192302306949,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.25, 'e': 0.01733569313774641}",20,14,10.402170145231747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.25, 'e': 0.01712403331572765}",30,22,14.60327907934581,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.25, 'e': 0.01691491326672656}",20,0,23.743566369479638,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.25, 'e': 0.01670830359538822}",25,17,16.45292742841798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.25, 'e': 0.016504175220331763}",20,12,9.821151102278543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.25, 'e': 0.016302499371440904}",25,17,15.297011212111553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.25, 'e': 0.016103247587163083}",20,13,15.046520075264977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.25, 'e': 0.015906391711814738}",20,0,32.25898637188914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.25, 'e': 0.01571190389289534}",25,8,28.444365560519643,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.25, 'e': 0.015519756578408872}",30,21,19.644895661582126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.25, 'e': 0.015329922514193739}",30,14,25.995360228239893,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.25, 'e': 0.015142374741262232}",20,16,8.522798583454916,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.25, 'e': 0.014957086593149982}",25,11,26.343775631867977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.25, 'e': 0.01477403169327307}",30,23,13.265907364383319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.25, 'e': 0.014593183952298139}",25,15,20.706904417776823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.25, 'e': 0.014414517565521034}",20,13,15.855955375491812,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.25, 'e': 0.014238007010257792}",30,14,-14.060294226045567,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.25, 'e': 0.014063627043245597}",30,21,15.873325322615335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.25, 'e': 0.013891352698055415}",30,19,20.7888121782484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.25, 'e': 0.013721159282518935}",20,11,17.421330807231016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.25, 'e': 0.013553022376163848}",25,0,36.91383612954178,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.25, 'e': 0.01338691782766488}",25,16,15.753997700833924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.25, 'e': 0.013222821752305158}",20,5,23.01123502373172,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.25, 'e': 0.013060710529453123}",30,13,29.033923279371965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.25, 'e': 0.012900560800049532}",30,11,34.361033779253646,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.25, 'e': 0.012742349464111569}",30,14,28.612382353528396,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.25, 'e': 0.012586053678247167}",20,2,31.67845649678973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.25, 'e': 0.012431650853185872}",20,0,31.02217392025596,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.25, 'e': 0.01227911865132214}",25,13,25.73390939623947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.25, 'e': 0.012128434984274294}",25,10,28.131439516774876,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.25, 'e': 0.011979578010456904}",20,2,34.14505974146208,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.25, 'e': 0.01183252613266883}",35,21,25.72518145968204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.25, 'e': 0.011687257995694367}",20,11,18.3015809871387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.25, 'e': 0.011543752483922254}",30,17,25.709353701979566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.25, 'e': 0.011401988718976686}",20,8,24.462273555641556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.25, 'e': 0.011261946057365746}",25,0,40.19611828980953,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.25, 'e': 0.01112360408814439}",20,0,27.582902698522737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.25, 'e': 0.010986942630593188}",30,16,26.560803335051574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.25, 'e': 0.010851941731912618}",20,16,9.758608467083656,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.25, 'e': 0.010718581664933113}",30,14,27.716733113112266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.25, 'e': 0.010586842925840223}",30,18,24.15582610177202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.25, 'e': 0.01045670623191819}",30,18,25.12515483230394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.25, 'e': 0.010328152519305078}",30,20,16.16825685732097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.25, 'e': 0.01020116294076967}",20,11,17.45274077361516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.25, 'e': 0.01007571886349845}",25,16,14.730325980676124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.25, 'e': 0.009951801866904253}",20,7,27.41177012890561,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
