trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.25, 'e': 0.009829393740447223}",20,2,28.475644960513275,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.25, 'e': 0.009708476481474104}",20,12,15.288970260047767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.25, 'e': 0.009589032293073174}",25,20,9.323636926630847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.25, 'e': 0.00947104358194617}",25,0,30.271721928154218,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.25, 'e': 0.009354492956295424}",25,16,-25.402521786915035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.25, 'e': 0.009239363223728758}",25,19,-12.795947694440892,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
375,False,"{'a': 0.25, 'e': 0.009125637389180596}",20,0,36.41210414725529,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.25, 'e': 0.009013298652847945}",25,9,25.36089033389912,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.25, 'e': 0.008902330408145254}",25,18,13.845651828781312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.25, 'e': 0.008792716239674925}",20,9,18.943611991365962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.25, 'e': 0.008684439921212594}",30,18,17.101734071812526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.25, 'e': 0.00857748541371195}",30,18,22.08520905174093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.25, 'e': 0.00847183686332309}",30,6,36.581984252553276,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.25, 'e': 0.008367478599429656}",25,16,18.61793875723893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.25, 'e': 0.008264395132700497}",35,11,44.577524541200134,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.25, 'e': 0.008162571153159881}",20,13,13.27732158686516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.25, 'e': 0.008061991528271584}",25,11,23.31973076009485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.25, 'e': 0.00796264130104174}",25,9,29.889025997560243,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.25, 'e': 0.007864505688136014}",20,15,10.679908924556422,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.25, 'e': 0.007767570078015096}",20,13,11.225204387921782,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.25, 'e': 0.007671820029084064}",20,12,14.766100193253294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.25, 'e': 0.007577241267860746}",20,14,10.884777492102575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.25, 'e': 0.007483819687157722}",25,16,15.840086850943846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.25, 'e': 0.007391541344281882}",30,18,19.48747248534825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.25, 'e': 0.007300392459249849}",25,16,21.25866676653191,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.25, 'e': 0.007210359413018952}",20,5,27.25770396800397,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.25, 'e': 0.00712142874573507}",20,4,28.445741416446918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.25, 'e': 0.007033587154995136}",25,17,13.242697294428583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.25, 'e': 0.0069468214941268425}",25,16,18.625327561025255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.25, 'e': 0.006861118770482677}",30,12,29.935079395798827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.25, 'e': 0.006776466143751825}",20,13,12.09159068422735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.25, 'e': 0.006692850924284732}",20,0,31.035990255142384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.25, 'e': 0.0066102605714361}",25,13,20.13082410101987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.25, 'e': 0.00652868269192175}",25,5,17.515884557922753,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.25, 'e': 0.006448105038191043}",20,14,12.304277098988099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.25, 'e': 0.0063685155068153865}",25,13,21.127863673641272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.25, 'e': 0.006289902136892511}",20,0,23.558400749715517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.25, 'e': 0.00621225310846274}",20,12,16.44579248520301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.25, 'e': 0.006135556740944792}",25,19,13.102341990923755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.25, 'e': 0.006059801491584249}",20,11,17.3101720031432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.25, 'e': 0.005984975953915672}",30,15,29.437734528319762,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.25, 'e': 0.005911068856243817}",20,15,8.81573531728694,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.25, 'e': 0.005838069060134621}",30,12,31.610911425760726,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.25, 'e': 0.005765965558924946}",20,8,24.0691410587772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.25, 'e': 0.005694747476244211}",20,13,14.627730615880449,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.25, 'e': 0.005624404064552335}",25,18,12.684962910536937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.25, 'e': 0.005554924703691011}",30,9,37.32638941804163,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.25, 'e': 0.005486298899450515}",25,18,13.465536324005056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.25, 'e': 0.005418516282148289}",25,11,24.210291034892748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.25, 'e': 0.005351566605225178}",20,16,6.584349701759572,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.25, 'e': 0.005285439743853537}",25,11,22.991260007754867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.25, 'e': 0.005220125693558342}",20,3,24.979983856411632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.25, 'e': 0.005155614568855826}",30,17,22.67122165261087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.25, 'e': 0.005091896601901125}",30,18,24.4699992081271,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.25, 'e': 0.005028962141154558}",20,16,4.628336637598719,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.25, 'e': 0.004966801650057029}",25,11,28.25316037725479,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.25, 'e': 0.004905405705722066}",25,19,11.095093320391003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.25, 'e': 0.004844764997639861}",30,13,29.032090821531355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.25, 'e': 0.004784870326394519}",30,20,19.831175018788645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.25, 'e': 0.004725712602395404}",25,10,28.35741324516321,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.25, 'e': 0.0046672828446207015}",20,12,14.863050425947751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.25, 'e': 0.004609572179374077}",20,16,3.419819879021662,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.25, 'e': 0.0045525718390552194}",25,17,17.027404575550637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.25, 'e': 0.004496273160941144}",25,12,26.10315494886111,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.25, 'e': 0.004440667585982938}",25,17,15.022799113562906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.25, 'e': 0.00438574665761271}",20,0,28.874667965668838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
435,False,"{'a': 0.25, 'e': 0.004331502020563871}",20,9,20.042105216096772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.25, 'e': 0.004277925419704842}",25,5,30.65753823318068,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.25, 'e': 0.004225008698883204}",25,17,13.867440076876566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.25, 'e': 0.004172743799783052}",25,18,14.493343458575975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.25, 'e': 0.004121122760794571}",25,11,23.420525894937064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.25, 'e': 0.004070137715896038}",25,16,17.325254914831998,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.25, 'e': 0.004019780893546154}",30,13,14.676433693218202,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.25, 'e': 0.003970044615588697}",20,16,9.63651966736309,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.25, 'e': 0.003920921296171054}",25,3,32.712498652665026,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.25, 'e': 0.0038724034406710794}",20,6,22.082755992421504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.25, 'e': 0.0038244836446372776}",20,9,18.113240032513765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.25, 'e': 0.003777154592740306}",20,5,25.818205860575443,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.25, 'e': 0.003730409057735362}",20,9,17.0655994818424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.25, 'e': 0.0036842398994358927}",35,6,43.29471728394979,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.25, 'e': 0.0036386400636990723}",35,23,1.9174348537708,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
450,False,"{'a': 0.25, 'e': 0.0035936025814201633}",20,7,22.40508410512226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.25, 'e': 0.0035491205675408644}",25,17,16.7322627206816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.25, 'e': 0.0035051872200664302}",20,6,22.4018860013125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.25, 'e': 0.0034617958190931164}",20,15,7.338446995850097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.25, 'e': 0.003418939725848391}",20,13,11.615135161666633,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.25, 'e': 0.0033766123817393634}",30,15,28.11192098067806,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.25, 'e': 0.003334807307413312}",25,17,13.090311402840005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.25, 'e': 0.0032935181018269866}",20,0,33.935612730059916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.25, 'e': 0.003252738441327674}",20,12,13.53958962602672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.25, 'e': 0.0032124620787438163}",20,7,21.614039844033105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.25, 'e': 0.003172682842485175}",25,11,21.428787384892264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.25, 'e': 0.0031333946356530973}",20,4,31.21939387927343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.25, 'e': 0.0030945914351616644}",35,13,37.77833668279997,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.25, 'e': 0.003056267290867387}",25,15,21.178139324905363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.25, 'e': 0.0030184163247083395}",25,17,11.838664592048998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.25, 'e': 0.002981032729854838}",20,14,12.15172064946314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.25, 'e': 0.0029441107698671143}",20,2,29.70682916674661,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.25, 'e': 0.0029076447778639825}",25,20,11.252366469808928,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.25, 'e': 0.0028716291557004947}",30,7,40.49585378482642,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.25, 'e': 0.002836058373154038}",25,8,29.585282132995644,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.25, 'e': 0.002800926967121087}",25,3,37.06437827417606,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.25, 'e': 0.0027662295408209525}",20,7,22.082866217249066,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.25, 'e': 0.0027319607630109655}",25,6,34.759432005415015,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.25, 'e': 0.002698115367207765}",25,16,16.954801596389874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.25, 'e': 0.0026646881509192477}",20,11,16.52857937882778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.25, 'e': 0.0026316739748845075}",30,3,48.10321288726687,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.25, 'e': 0.002599067762323215}",20,4,32.38663440897519,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.25, 'e': 0.0025668644981919897}",25,0,48.834070730131316,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
478,False,"{'a': 0.25, 'e': 0.0025350592284497653}",20,12,13.249688405879732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.25, 'e': 0.002503647059332481}",20,3,28.909393614730767,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.25, 'e': 0.002472623156634657}",20,11,16.86019633613336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.25, 'e': 0.002441982745000737}",20,14,8.440493145526185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.25, 'e': 0.002411721107221765}",20,12,15.103570599490554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.25, 'e': 0.002381833583542936}",20,15,10.735036061523841,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.25, 'e': 0.0023523155709780363}",30,22,14.537657083929728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.25, 'e': 0.002323162522631206}",25,14,19.782572879379725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.25, 'e': 0.0022943699470266976}",20,9,20.240426549944022,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.25, 'e': 0.0022659334074466297}",20,3,26.00596511994796,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.25, 'e': 0.0022378485212763977}",30,19,24.090889582797963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.25, 'e': 0.00221011095935697}",20,0,30.66314479696054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
490,False,"{'a': 0.25, 'e': 0.0021827164453452896}",20,11,19.49277821583656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.25, 'e': 0.0021556607550815565}",30,16,30.306750132669176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.25, 'e': 0.0021289397159642842}",30,16,25.603639672131468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.25, 'e': 0.002102549206331794}",25,15,20.767055870282988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.25, 'e': 0.002076485154851815}",25,11,24.950686098653936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.25, 'e': 0.00205074353991741}",20,9,19.280730189600945,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.25, 'e': 0.0020253203890499005}",20,7,23.12701689752759,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.25, 'e': 0.0020002117783092244}",20,3,26.650125531370858,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.25, 'e': 0.0019754138317108483}",25,12,22.416842212459,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.25, 'e': 0.0019509227206490065}",20,11,17.41218061228205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.25, 'e': 0.0019267346633274895}",25,15,19.01225613865653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.25, 'e': 0.0019028459241958728}",35,19,27.322658960947624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.25, 'e': 0.0018792528133942943}",20,10,20.227070390827848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.25, 'e': 0.0018559516862013403}",25,17,15.559437409146511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.25, 'e': 0.0018329389424928122}",20,5,27.739004055720628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.25, 'e': 0.0018102110262026017}",25,13,22.527167350348094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.25, 'e': 0.0017877644247925595}",20,8,24.12161160901248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.25, 'e': 0.0017655956687269159}",20,12,14.262144604089668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.25, 'e': 0.0017437013309548055}",25,12,25.96291018074607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.25, 'e': 0.0017220780263957902}",20,5,21.419422765975213,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.25, 'e': 0.0017007224114351516}",20,14,13.08751696496147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.25, 'e': 0.001679631183421959}",20,13,11.48648461966405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.25, 'e': 0.0016588010801744657}",25,17,13.799610385147833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.25, 'e': 0.0016382288794910549}",20,13,12.082876101029388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.25, 'e': 0.0016179113986670712}",20,12,15.05403656960831,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.25, 'e': 0.0015978454940173137}",20,16,6.642597123237292,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.25, 'e': 0.0015780280604038577}",20,16,6.0551621019262285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.25, 'e': 0.0015584560307694284}",20,8,22.053659252500783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.25, 'e': 0.0015391263756764362}",20,8,23.965893990121295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.25, 'e': 0.001520036102852007}",20,12,15.25469459523163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.25, 'e': 0.0015011822567370103}",25,18,12.092001861343967,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.25, 'e': 0.001482561918041858}",20,10,18.795456583661085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.25, 'e': 0.0014641722033067461}",20,13,12.32784550737276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.25, 'e': 0.0014460102644664463}",35,23,22.007225186977916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.25, 'e': 0.0014280732884225378}",25,18,11.440930398320122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.25, 'e': 0.0014103584966180804}",30,10,36.7580887206559,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.25, 'e': 0.0013928631446182838}",30,7,37.06715935786949,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.25, 'e': 0.0013755845216976148}",20,13,11.44318291180647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.25, 'e': 0.0013585199504289047}",30,14,31.009269515713846,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.25, 'e': 0.0013416667862798937}",20,8,22.667620353312856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.25, 'e': 0.0013250224172132175}",25,18,15.49776546621592,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.25, 'e': 0.0013085842632913902}",20,13,12.031708526069467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.25, 'e': 0.0012923497762873382}",20,8,22.59043559534222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.25, 'e': 0.0012763164392975979}",30,16,25.98848854109064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.25, 'e': 0.001260481766362287}",20,0,33.39644271280657,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.25, 'e': 0.0012448433020884053}",20,2,28.806985710601058,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.25, 'e': 0.0012293986212773556}",25,18,11.572370350907212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.25, 'e': 0.001214145328558458}",20,15,12.249806143635576,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.25, 'e': 0.0011990810580244649}",25,17,17.0708672183133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.25, 'e': 0.001184203472873735}",20,0,31.97988609472826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.25, 'e': 0.0011695102650555178}",20,9,20.259837618485637,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.25, 'e': 0.001154999154919123}",25,15,18.154800329203272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.25, 'e': 0.0011406678908679746}",25,19,13.716758444232854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.25, 'e': 0.0011265142490184399}",25,4,31.237149951397175,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.25, 'e': 0.0011125360328602119}",20,12,17.14950789209764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.25, 'e': 0.0010987310729246857}",25,13,24.80297955562948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.25, 'e': 0.0010850972264525582}",25,17,16.030934589200903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.25, 'e': 0.0010716323770701974}",30,14,29.213870608285625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.25, 'e': 0.0010583344344659018}",20,7,20.262332363962045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.25, 'e': 0.0010452013340731536}",25,18,15.390766492012528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.25, 'e': 0.0010322310367547605}",20,16,9.736223560486943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.25, 'e': 0.001019421528493769}",20,13,11.171556168107456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.25, 'e': 0.0010067708200856007}",30,16,23.73043218243602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.25, 'e': 0.000994276946835404}",20,12,14.460169214241569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
